Type,Filename or Regex,Version or Message digest,Documentation URL,Provider,Notice,License 1,License 2, License 3
JAVA,lucene-spatial3d-6.5.1.jar,6.5.1 cd1f23c63abe03ae650c75ec8ccb37762806cc75 - jimczi - 2017-04-21 12:18:12,,apache,,Apache-2.0,,
JAVA,lucene-spatial-6.5.1.jar,6.5.1 cd1f23c63abe03ae650c75ec8ccb37762806cc75 - jimczi - 2017-04-21 12:18:11,,apache,,Apache-2.0,,
JAVA,lucene-spatial-extras-6.5.1.jar,6.5.1 cd1f23c63abe03ae650c75ec8ccb37762806cc75 - jimczi - 2017-04-21 12:18:11,,apache,,Apache-2.0,,
JAVA,lucene-suggest-6.5.1.jar,6.5.1 cd1f23c63abe03ae650c75ec8ccb37762806cc75 - jimczi - 2017-04-21 12:18:13,,apache,,Apache-2.0,,
JAVA,mockito-all-1.9.5.jar,1.9.5,,apple,,MIT,,
JAVA,neethi-3.0.3.jar,3.0.3,,apache,,Apache-2.0,,
JAVA,net.sourceforge.collections.collections_generic_4.0.1.jar,4.0.1,,LarvaLabs,,Apache-2.0,,
JAVA,net.sourceforge.collections.collections_generic_4.0.1.jar,4.0.1,,LarvaLabs,,Apache-2.0,,
JAVA,net.sourceforge.lpg.lpgjavaruntime.source_1.1.0.v201004271650.jar,1.1.0.v201004271650,,EclipseFoundation,,EPL-1.0,,
JAVA,net.sourceforge.lpg.lpgjavaruntime_1.1.0.v201004271650.jar,1.1.0.v201004271650,,EclipseFoundation,,EPL-1.0,,
JAVA,netty-3.10.6.Final.jar,3.10.6.Final,,netty,,Apache-2.0,,
JAVA,netty-buffer-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-codec-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-codec-http-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-common-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-handler-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-resolver-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,netty-transport-4.1.11.Final.jar,4.1.11.Final,,netty,,Apache-2.0,,
JAVA,objenesis-1.2.jar,1.2,,objenis,,Apache-2.0,,
JAVA,objenesis-1.2-sources.jar,7F92A60CCA9C5860C2D6FEB77F3F21B84535B1EF81A6606F4D5FDA7E74D9F005,,Sun,,Apache-2.0,,
JAVA,oda-jdbc.jar,00E615E50BA11241BBF4A631E4D73DCE4BE6D978157DAF2C2DB276A19D402787,,EclipseFoundation,,EPL-1.0,,
JAVA,oda-jdbc.jar,0CCFEB390C7DF04317F31857E81B1AEF897C1CE03E9B36AC4D8876B3EA1AF516,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.ant.source_1.10.1.v20170504-0840.jar,1.10.1.v20170504-0840,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.ant_1.10.1.v20170504-0840,1.10.1.v20170504-0840,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.axis_1.4.0.v201411182030,1.4.0.v201411182030,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.bridge.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.bridge_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.css.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.css_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.css_1.8.0.v20170214-1941.jar,1.8.0.v20170214-1941,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.dom.source_1.7.1.v201505191845.jar,1.7.1.v201505191845,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.dom.svg.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.dom.svg_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.dom_1.7.1.v201505191845.jar,1.7.1.v201505191845,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.ext.awt.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.ext.awt_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.parser.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.parser_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.svggen.source_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
JAVA,org.apache.batik.svggen_1.7.0.v201011041433.jar,1.7.0.v201011041433,,EclipseFoundation,,EPL-1.0,,
